ORI - Agency,Crime Against,MICR Offense,Offenses
 MSP Brighton Total,Property, Fraud False Pretense/Swindle/Confidence Game,13
 MSP Brighton Total,Property, Fraud Credit Card/ATM,14
 MSP Brighton Total,Property, Fraud Impersonation,6
 MSP Brighton Total,Property, Fraud Welfare,1
 MSP Brighton Total,Property, Fraud Wire,4
 MSP Brighton Total,Property, Fraud Bad Checks,7
 MSP Brighton Total,Property, Fraud Identity Theft,6
 MSP Brighton Total,Property, Embezzlement,3
 MSP Brighton Total,Property, Stolen Property,7
 MSP Brighton Total,Property, Damage To Property,62
 MSP Brighton Total,Property, Retail Fraud Misrepresentation,0
 MSP Brighton Total,Property, Retail Fraud Theft,27
 MSP Brighton Total,Property,,377
 MSP Brighton Total,Society, Violation of Controlled Substance,98
 MSP Brighton Total,Society, Narcotic Equipment Violations,8
 MSP Brighton Total,Society, Peeping Tom,0
 MSP Brighton Total,Society, Obscenity,3
 MSP Brighton Total,Society, Family Abuse/Neglect Nonviolent,15
 MSP Brighton Total,Society, Family Nonsupport,1
 MSP Brighton Total,Society, Family Other,5
 MSP Brighton Total,Society, Liquor Violations Other,24
 MSP Brighton Total,Society, Drunkenness,1
 MSP Brighton Total,Society, Weapons Offense Concealed,33
 MSP Brighton Total,Society, Weapons Offense Other,15
 MSP Brighton Total,Society, Disorderly Conduct,7
 MSP Brighton Total,Society, Public Peace Other,1
 MSP Brighton Total,Society, OUIL or OUID,263
 MSP Brighton Total,Society, Trespass,12
 MSP Brighton Total,Society, Vagrancy,1
 MSP Brighton Total,Society, Animal Cruelty,1
 MSP Brighton Total,Society,,488
 MSP Brighton Total,All Other, Negligent Homicide Vehicle/Boat,2
 MSP Brighton Total,All Other, Sex Offense Other,22
 MSP Brighton Total,All Other, Obstructing Police,55
 MSP Brighton Total,All Other, Escape/Flight,3
 MSP Brighton Total,All Other, Obstructing Justice,125
 MSP Brighton Total,All Other, Hit And Run Motor Vehicle Accident,21
 MSP Brighton Total,All Other, Health And Safety,13
 MSP Brighton Total,All Other, Invasion of Privacy Other,1
 MSP Brighton Total,All Other, Smuggling,6
 MSP Brighton Total,All Other, Election Laws,0
 MSP Brighton Total,All Other, Tax/Revenue,1
 MSP Brighton Total,All Other, Conservation,2
 MSP Brighton Total,All Other, Juvenile Runaway,12
 MSP Brighton Total,All Other, Miscellaneous Criminal Offense,3
 MSP Brighton Total,All Other,,266
 Livingston County Sheriff's Office Total,All Other,,1547
 Livingston County Sheriff's Office Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),1
 Livingston County Sheriff's Office Total,Person, Kidnapping/Abduction,0
 Livingston County Sheriff's Office Total,Person, Parental Kidnapping,1
 Livingston County Sheriff's Office Total,Person, Sexual Penetration Penis/Vagina CSC 1st,11
 Livingston County Sheriff's Office Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,3
 Livingston County Sheriff's Office Total,Person, Sexual Penetration Oral/Anal CSC 1st,6
 Livingston County Sheriff's Office Total,Person, Sexual Penetration Oral/Anal CSC 3rd,3
 Livingston County Sheriff's Office Total,Person, Sexual Penetration Object CSC 1st,1
 Livingston County Sheriff's Office Total,Person, Sexual Penetration Object CSC 3rd,1
 Livingston County Sheriff's Office Total,Person, Sexual Contact Forcible CSC 2nd,8
 Livingston County Sheriff's Office Total,Person, Sexual Contact Forcible CSC 4th,14
 Livingston County Sheriff's Office Total,Person, Nonaggravated Assault,245
 Livingston County Sheriff's Office Total,Person, Aggravated/Felonious Assault,35
 Livingston County Sheriff's Office Total,Person, Intimidation/Stalking,22
 Livingston County Sheriff's Office Total,Person,,351
 Livingston County Sheriff's Office Total,Property, Robbery,1
 Livingston County Sheriff's Office Total,Property, Arson,5
 Livingston County Sheriff's Office Total,Property, Extortion,2
 Livingston County Sheriff's Office Total,Property, Burglary Forced Entry,49
 Livingston County Sheriff's Office Total,Property, Burglary Entry Without Force (Intent),8
 Livingston County Sheriff's Office Total,Property, Burglary Entry w/out Authorization w/or w/out Force,7
 Livingston County Sheriff's Office Total,Property, Larceny Theft from Building,29
 Livingston County Sheriff's Office Total,Property, Larceny Theft from Motor Vehicle,37
 Livingston County Sheriff's Office Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,43
 Livingston County Sheriff's Office Total,Property, Larceny Other,101
 Livingston County Sheriff's Office Total,Property, Motor Vehicle Theft,17
 Livingston County Sheriff's Office Total,Property, Motor Vehicle as Stolen Property,17
 Livingston County Sheriff's Office Total,Property, Motor Vehicle Fraud,1
 Livingston County Sheriff's Office Total,Property, Forgery/Counterfeiting,12
 Livingston County Sheriff's Office Total,Property, Fraud False Pretense/Swindle/Confidence Game,62
 Livingston County Sheriff's Office Total,Property, Fraud Credit Card/ATM,51
 Livingston County Sheriff's Office Total,Property, Fraud Impersonation,10
 Livingston County Sheriff's Office Total,Property, Fraud Welfare,1
 Livingston County Sheriff's Office Total,Property, Fraud Wire,10
 Livingston County Sheriff's Office Total,Property, Fraud Bad Checks,3
 Livingston County Sheriff's Office Total,Property, Fraud Identity Theft,59
 Livingston County Sheriff's Office Total,Property, Fraud Hacking/Computer Invasion,5
 Livingston County Sheriff's Office Total,Property, Embezzlement,9
 Livingston County Sheriff's Office Total,Property, Stolen Property,12
 Livingston County Sheriff's Office Total,Property, Damage To Property,132
 Livingston County Sheriff's Office Total,Property, Retail Fraud Misrepresentation,5
 Livingston County Sheriff's Office Total,Property, Retail Fraud Theft,68
 Livingston County Sheriff's Office Total,Property, Retail Fraud Refund/Exchange,3
 Livingston County Sheriff's Office Total,Property, Retail Fraud Organized Crime,3
 Livingston County Sheriff's Office Total,Property,,762
 Livingston County Sheriff's Office Total,Society, Violation of Controlled Substance,52
 Livingston County Sheriff's Office Total,Society, Narcotic Equipment Violations,0
 Livingston County Sheriff's Office Total,Society, Obscenity,2
 Livingston County Sheriff's Office Total,Society, Family Abuse/Neglect Nonviolent,10
 Livingston County Sheriff's Office Total,Society, Family Other,12
 Livingston County Sheriff's Office Total,Society, Liquor License Establishment,1
 Livingston County Sheriff's Office Total,Society, Liquor Violations Other,5
 Livingston County Sheriff's Office Total,Society, Drunkenness,1
 Livingston County Sheriff's Office Total,Society, Weapons Offense Concealed,13
 Livingston County Sheriff's Office Total,Society, Weapons Offense Other,21
 Livingston County Sheriff's Office Total,Society, Disorderly Conduct,7
 Livingston County Sheriff's Office Total,Society, Public Peace Other,2
 Livingston County Sheriff's Office Total,Society, OUIL or OUID,145
 Livingston County Sheriff's Office Total,Society, Trespass,22
 Livingston County Sheriff's Office Total,Society,,293
 Livingston County Sheriff's Office Total,All Other, Immigration,1
 Livingston County Sheriff's Office Total,All Other, Possession of Burglary Tools,1
 Livingston County Sheriff's Office Total,All Other, Sex Offense Other,8
 Livingston County Sheriff's Office Total,All Other, Obstructing Police,50
 Livingston County Sheriff's Office Total,All Other, Escape/Flight,4
 Livingston County Sheriff's Office Total,All Other, Obstructing Justice,34
 Livingston County Sheriff's Office Total,All Other, Hit And Run Motor Vehicle Accident,2
 Livingston County Sheriff's Office Total,All Other, Health And Safety,5
 Livingston County Sheriff's Office Total,All Other, Invasion of Privacy Other,2
 Livingston County Sheriff's Office Total,All Other, Smuggling,5
 Livingston County Sheriff's Office Total,All Other, Conservation,0
 Livingston County Sheriff's Office Total,All Other, Juvenile Runaway,21
 Livingston County Sheriff's Office Total,All Other, Miscellaneous Criminal Offense,7
 Livingston County Sheriff's Office Total,All Other, Solicitation (All Crimes Except Prostitution),1
 Livingston County Sheriff's Office Total,All Other,,141
 Brighton Police Department Total,All Other,,329
 Brighton Police Department Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),1
 Brighton Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,0
 Brighton Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,1
 Brighton Police Department Total,Person, Sexual Penetration Object CSC 1st,1
 Brighton Police Department Total,Person, Sexual Contact Forcible CSC 4th,3
 Brighton Police Department Total,Person, Nonaggravated Assault,22
 Brighton Police Department Total,Person, Aggravated/Felonious Assault,3
 Brighton Police Department Total,Person, Intimidation/Stalking,5
 Brighton Police Department Total,Person,,36
 Brighton Police Department Total,Property, Robbery,2
 Brighton Police Department Total,Property, Burglary Forced Entry,2
 Brighton Police Department Total,Property, Burglary Entry Without Force (Intent),1
 Brighton Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,1
 Brighton Police Department Total,Property, Larceny Pursesnatching,1
 Brighton Police Department Total,Property, Larceny Theft from Building,17
 Brighton Police Department Total,Property, Larceny Theft from Motor Vehicle,8
 Brighton Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,9
 Brighton Police Department Total,Property, Larceny Other,14
 Brighton Police Department Total,Property, Motor Vehicle Theft,6
 Brighton Police Department Total,Property, Forgery/Counterfeiting,4
 Brighton Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,17
 Brighton Police Department Total,Property, Fraud Credit Card/ATM,6
 Brighton Police Department Total,Property, Fraud Impersonation,1
 Brighton Police Department Total,Property, Fraud Wire,2
 Brighton Police Department Total,Property, Fraud Bad Checks,0
 Brighton Police Department Total,Property, Fraud Identity Theft,11
 Brighton Police Department Total,Property, Fraud Hacking/Computer Invasion,1
 Brighton Police Department Total,Property, Embezzlement,2
 Brighton Police Department Total,Property, Stolen Property,2
 Brighton Police Department Total,Property, Damage To Property,14
 Brighton Police Department Total,Property, Retail Fraud Misrepresentation,6
 Brighton Police Department Total,Property, Retail Fraud Theft,63
 Brighton Police Department Total,Property,,190
 Brighton Police Department Total,Society, Violation of Controlled Substance,6
 Brighton Police Department Total,Society, Obscenity,1
 Brighton Police Department Total,Society, Family Abuse/Neglect Nonviolent,2
 Brighton Police Department Total,Society, Family Other,3
 Brighton Police Department Total,Society, Liquor Violations Other,1
 Brighton Police Department Total,Society, Drunkenness,1
 Brighton Police Department Total,Society, Weapons Offense Concealed,4
 Brighton Police Department Total,Society, Weapons Offense Other,3
 Brighton Police Department Total,Society, Disorderly Conduct,6
 Brighton Police Department Total,Society, OUIL or OUID,40
 Brighton Police Department Total,Society, Trespass,9
 Brighton Police Department Total,Society,,76
 Brighton Police Department Total,All Other, Possession of Burglary Tools,2
 Brighton Police Department Total,All Other, Sex Offense Other,1
 Brighton Police Department Total,All Other, Obstructing Police,7
