,ORI - Agency,Crime Against,MICR Offense,Victims,Offenses,Incidents,Arrests,Exceptional Clearance,Clearance Rate,2021 Crimes,2020 Crimes,Percent Change
12400, Sparta Police Department Total,Society, Trespass,9,9,9,0,0,0.0,9,6,0.5
12401, Sparta Police Department Total,Society, Vagrancy,0,0,0,0,0,0.0,0,2,-1
12402, Sparta Police Department Total,Society,,9,38,37,8,0,0.21621621621621623,38,47,-0.19148936170212766
12403, Sparta Police Department Total,All Other, Obstructing Police,0,0,0,0,0,0.0,0,3,-1
12404, Sparta Police Department Total,All Other, Obstructing Justice,0,12,11,8,0,0.7272727272727273,12,18,-0.3333333333333333
12405, Sparta Police Department Total,All Other, Hit And Run Motor Vehicle Accident,2,3,3,0,0,0.0,3,1,2
12406, Sparta Police Department Total,All Other, Health And Safety,5,5,5,0,0,0.0,5,5,0
12407, Sparta Police Department Total,All Other, Juvenile Runaway,1,1,1,0,0,0.0,1,0,0
12408, Sparta Police Department Total,All Other, Miscellaneous Criminal Offense,0,0,0,0,0,0.0,0,2,-1
12409, Sparta Police Department Total,All Other,,8,21,20,8,0,0.4,21,29,-0.27586206896551724
12410, Walker Police Department Total,All Other,,910,2157,2032,643,5,0.3188976377952756,2190,1667,0.3137372525494901
12411, Walker Police Department Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),1,1,1,1,0,1.0,1,1,0
12412, Walker Police Department Total,Person, Kidnapping/Abduction,2,1,1,0,0,0.0,2,0,0
12413, Walker Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,6,6,6,1,0,0.16666666666666666,6,2,2
12414, Walker Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,1,1,1,0,0,0.0,1,4,-0.75
12415, Walker Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,2,2,2,1,0,0.5,2,1,1
12416, Walker Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,0,0,0,0,0,0.0,0,1,-1
12417, Walker Police Department Total,Person, Sexual Contact Forcible CSC 2nd,3,3,3,1,0,0.3333333333333333,3,0,-1
12418, Walker Police Department Total,Person, Sexual Contact Forcible CSC 4th,8,8,8,4,0,0.5,8,7,0.14285714285714285
12419, Walker Police Department Total,Person, Nonaggravated Assault,176,154,154,43,5,0.3116883116883117,176,168,0.047619047619047616
12420, Walker Police Department Total,Person, Aggravated/Felonious Assault,19,18,18,9,0,0.5,19,29,-0.3448275862068966
12421, Walker Police Department Total,Person, Intimidation/Stalking,54,50,50,5,0,0.1,54,42,0.2857142857142857
12422, Walker Police Department Total,Person,,272,244,244,65,5,0.28688524590163933,272,255,0.06666666666666667
12423, Walker Police Department Total,Property, Robbery,6,8,8,2,0,0.25,8,9,-0.1111111111111111
12424, Walker Police Department Total,Property, Carjacking,1,1,1,0,0,0.0,1,0,-0.1111111111111111
12425, Walker Police Department Total,Property, Arson,1,1,1,1,0,1.0,1,0,-0.1111111111111111
12426, Walker Police Department Total,Property, Extortion,3,3,3,0,0,0.0,3,2,0.5
12427, Walker Police Department Total,Property, Burglary Forced Entry,34,37,37,11,0,0.2972972972972973,40,42,-0.047619047619047616
12428, Walker Police Department Total,Property, Burglary Entry Without Force (Intent),14,16,16,2,0,0.125,18,9,1
12429, Walker Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,7,10,9,1,0,0.1111111111111111,10,3,2.3333333333333335
12430, Walker Police Department Total,Property, Larceny Pocketpicking,1,1,1,0,0,0.0,1,0,2.3333333333333335
12431, Walker Police Department Total,Property, Larceny Pursesnatching,5,5,5,2,0,0.4,5,1,4
12432, Walker Police Department Total,Property, Larceny Theft from Building,31,32,32,2,0,0.0625,32,28,0.14285714285714285
12433, Walker Police Department Total,Property, Larceny Theft from Coin Operated Machine/Device,0,0,0,0,0,0.0,0,1,-1
12434, Walker Police Department Total,Property, Larceny Theft from Motor Vehicle,80,82,82,1,0,0.012195121951219513,82,83,-0.012048192771084338
12435, Walker Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,35,57,56,1,0,0.017857142857142856,57,11,4.181818181818182
12436, Walker Police Department Total,Property, Larceny Other,66,70,70,6,0,0.08571428571428572,70,101,-0.3069306930693069
12437, Walker Police Department Total,Property, Motor Vehicle Theft,29,41,38,4,0,0.10526315789473684,41,60,-0.31666666666666665
12438, Walker Police Department Total,Property, Motor Vehicle as Stolen Property,17,19,17,5,0,0.29411764705882354,19,4,3.75
12439, Walker Police Department Total,Property, Forgery/Counterfeiting,1,6,6,0,0,0.0,6,13,-0.5384615384615384
12440, Walker Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,14,18,18,0,0,0.0,18,18,0
12441, Walker Police Department Total,Property, Fraud Credit Card/ATM,26,30,27,2,0,0.07407407407407407,30,29,0.034482758620689655
12442, Walker Police Department Total,Property, Fraud Impersonation,16,16,16,0,0,0.0,16,10,0.6
12443, Walker Police Department Total,Property, Fraud Wire,0,0,0,0,0,0.0,0,3,-1
12444, Walker Police Department Total,Property, Fraud Bad Checks,2,5,5,0,0,0.0,5,7,-0.2857142857142857
12445, Walker Police Department Total,Property, Fraud Identity Theft,11,10,9,0,0,0.0,10,17,-0.4117647058823529
12446, Walker Police Department Total,Property, Fraud Hacking/Computer Invasion,4,7,7,0,0,0.0,7,2,2.5
12447, Walker Police Department Total,Property, Embezzlement,1,15,15,7,0,0.4666666666666667,15,13,0.15384615384615385
12448, Walker Police Department Total,Property, Stolen Property,2,5,5,1,0,0.2,5,3,0.6666666666666666
12449, Walker Police Department Total,Property, Damage To Property,67,105,96,11,0,0.11458333333333333,105,84,0.25
12450, Walker Police Department Total,Property, Retail Fraud Misrepresentation,1,2,2,0,0,0.0,2,2,0
12451, Walker Police Department Total,Property, Retail Fraud Theft,15,293,293,155,0,0.5290102389078498,293,184,0.592391304347826
12452, Walker Police Department Total,Property, Retail Fraud Refund/Exchange,1,2,2,1,0,0.5,2,0,0.592391304347826
12453, Walker Police Department Total,Property,,491,897,877,215,0,0.2451539338654504,902,739,0.22056833558863329
12454, Walker Police Department Total,Society, Violation of Controlled Substance,0,41,38,15,0,0.39473684210526316,41,21,0.9523809523809523
12455, Walker Police Department Total,Society, Narcotic Equipment Violations,0,4,4,3,0,0.75,4,5,-0.2
12456, Walker Police Department Total,Society, Obscenity,0,8,8,3,0,0.375,8,10,-0.2
12457, Walker Police Department Total,Society, Family Abuse/Neglect Nonviolent,33,30,29,5,0,0.1724137931034483,30,25,0.2
12458, Walker Police Department Total,Society, Family Other,0,0,0,0,0,0.0,0,1,-1
12459, Walker Police Department Total,Society, Liquor Violations Other,0,16,7,6,0,0.8571428571428571,16,1,"1,500.0%"
12460, Walker Police Department Total,Society, Drunkenness,0,2,2,1,0,0.5,2,1,1
12461, Walker Police Department Total,Society, Weapons Offense Concealed,0,13,12,11,0,0.9166666666666666,13,6,1.1666666666666667
12462, Walker Police Department Total,Society, Weapons Offense Explosives,0,1,1,0,0,0.0,1,0,1.1666666666666667
12463, Walker Police Department Total,Society, Weapons Offense Other,0,12,8,2,0,0.25,12,6,1
12464, Walker Police Department Total,Society, Disorderly Conduct,0,319,318,12,0,0.03773584905660377,319,264,0.20833333333333334
12465, Walker Police Department Total,Society, Public Peace Other,0,1,1,0,0,0.0,1,0,0.20833333333333334
12466, Walker Police Department Total,Society, OUIL or OUID,0,82,78,76,0,0.9743589743589743,82,35,1.3428571428571427
12467, Walker Police Department Total,Society, Trespass,78,85,72,1,0,0.013888888888888888,85,41,1.0731707317073171
12468, Walker Police Department Total,Society, Vagrancy,0,2,2,0,0,0.0,2,4,-0.5
12469, Walker Police Department Total,Society, Animal Cruelty,0,3,3,0,0,0.0,3,0,-0.5
12470, Walker Police Department Total,Society,,111,619,583,135,0,0.23156089193825044,619,420,0.4738095238095238
12471, Walker Police Department Total,All Other, Possession of Burglary Tools,1,1,0,0,0,0.0,1,0,0.4738095238095238
12472, Walker Police Department Total,All Other, Sex Offense Other,0,5,5,3,0,0.6,5,2,1.5
12473, Walker Police Department Total,All Other, Obstructing Police,0,53,34,24,0,0.7058823529411765,53,30,0.7666666666666667
12474, Walker Police Department Total,All Other, Escape/Flight,0,5,5,1,0,0.2,5,6,-0.16666666666666666
12475, Walker Police Department Total,All Other, Obstructing Justice,0,287,238,200,0,0.8403361344537815,287,148,0.9391891891891891
12476, Walker Police Department Total,All Other, Hit And Run Motor Vehicle Accident,1,1,1,0,0,0.0,1,0,0.9391891891891891
12477, Walker Police Department Total,All Other, Health And Safety,26,26,26,0,0,0.0,26,13,1
12478, Walker Police Department Total,All Other, Conservation,0,9,9,0,0,0.0,9,6,0.5
12479, Walker Police Department Total,All Other, Juvenile Runaway,8,8,8,0,0,0.0,8,6,0.3333333333333333
12480, Walker Police Department Total,All Other, Miscellaneous Criminal Offense,0,2,2,0,0,0.0,2,42,-0.9523809523809523
12481, Walker Police Department Total,All Other,,36,397,328,228,0,0.6951219512195121,397,253,0.5691699604743083
12482, Wyoming Police Department Total,All Other,,3521,5078,4790,1479,0,0.308768267223382,5259,4893,0.07480073574494175
12483, Wyoming Police Department Total,Person, Murder/Nonnegligent Manslaughter (Voluntary),2,2,2,0,0,0.0,2,8,-0.75
12484, Wyoming Police Department Total,Person, Kidnapping/Abduction,2,4,2,0,0,0.0,2,7,-0.7142857142857143
12485, Wyoming Police Department Total,Person, Parental Kidnapping,3,3,3,0,0,0.0,3,2,0.5
12486, Wyoming Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 1st,32,32,32,1,0,0.03125,32,19,0.6842105263157895
12487, Wyoming Police Department Total,Person, Sexual Penetration Penis/Vagina CSC 3rd,12,12,12,1,0,0.08333333333333333,12,11,0.09090909090909091
12488, Wyoming Police Department Total,Person, Sexual Penetration Oral/Anal CSC 1st,18,17,17,3,0,0.17647058823529413,18,10,0.8
12489, Wyoming Police Department Total,Person, Sexual Penetration Oral/Anal CSC 3rd,7,6,6,0,0,0.0,7,5,0.4
12490, Wyoming Police Department Total,Person, Sexual Penetration Object CSC 1st,3,3,3,0,0,0.0,3,2,0.5
12491, Wyoming Police Department Total,Person, Sexual Penetration Object CSC 3rd,8,8,8,3,0,0.375,8,3,1.6666666666666667
12492, Wyoming Police Department Total,Person, Sexual Contact Forcible CSC 2nd,36,33,33,8,0,0.24242424242424243,36,24,0.5
12493, Wyoming Police Department Total,Person, Sexual Contact Forcible CSC 4th,31,29,29,2,0,0.06896551724137931,31,29,0.06896551724137931
12494, Wyoming Police Department Total,Person, Nonaggravated Assault,1153,1059,1045,413,0,0.3952153110047847,1153,971,0.1874356333676622
12495, Wyoming Police Department Total,Person, Aggravated/Felonious Assault,280,259,259,92,0,0.3552123552123552,280,297,-0.05723905723905724
12496, Wyoming Police Department Total,Person, Intimidation/Stalking,228,214,213,42,0,0.19718309859154928,228,204,0.11764705882352941
12497, Wyoming Police Department Total,Person, Sexual Penetration Nonforcible Other,2,1,1,0,0,0.0,2,0,0.11764705882352941
12498, Wyoming Police Department Total,Person,,1817,1682,1665,565,0,0.33933933933933935,1817,1592,0.14133165829145727
12499, Wyoming Police Department Total,Property, Robbery,63,57,57,14,0,0.24561403508771928,57,65,-0.12307692307692308
12500, Wyoming Police Department Total,Property, Arson,11,13,11,3,0,0.2727272727272727,13,14,-0.07142857142857142
12501, Wyoming Police Department Total,Property, Extortion,10,10,10,0,0,0.0,10,11,-0.09090909090909091
12502, Wyoming Police Department Total,Property, Burglary Forced Entry,98,124,120,16,0,0.13333333333333333,124,127,-0.023622047244094488
12503, Wyoming Police Department Total,Property, Burglary Entry Without Force (Intent),13,17,17,0,0,0.0,17,16,0.0625
12504, Wyoming Police Department Total,Property, Burglary Entry w/out Authorization w/or w/out Force,1,2,1,0,0,0.0,2,6,-0.6666666666666666
12505, Wyoming Police Department Total,Property, Larceny Pocketpicking,1,1,1,0,0,0.0,1,0,-0.6666666666666666
12506, Wyoming Police Department Total,Property, Larceny Pursesnatching,5,5,5,0,0,0.0,5,2,1.5
12507, Wyoming Police Department Total,Property, Larceny Theft from Building,4,5,5,0,0,0.0,5,18,-0.7222222222222222
12508, Wyoming Police Department Total,Property, Larceny Theft from Coin Operated Machine/Device,0,0,0,0,0,0.0,0,2,-1
12509, Wyoming Police Department Total,Property, Larceny Theft from Motor Vehicle,44,41,41,2,0,0.04878048780487805,41,35,0.17142857142857143
12510, Wyoming Police Department Total,Property, Larceny Theft of Motor Vehicle Parts/Accessories,15,33,33,3,0,0.09090909090909091,33,10,2.3
12511, Wyoming Police Department Total,Property, Larceny Other,112,147,147,10,0,0.06802721088435375,147,129,0.13953488372093023
12512, Wyoming Police Department Total,Property, Motor Vehicle Theft,309,343,338,26,0,0.07692307692307693,389,333,0.16816816816816818
12513, Wyoming Police Department Total,Property, Motor Vehicle as Stolen Property,53,59,56,11,0,0.19642857142857142,59,44,0.3409090909090909
12514, Wyoming Police Department Total,Property, Motor Vehicle Fraud,0,0,0,0,0,0.0,0,3,-1
12515, Wyoming Police Department Total,Property, Forgery/Counterfeiting,3,30,29,1,0,0.034482758620689655,30,44,-0.3181818181818182
12516, Wyoming Police Department Total,Property, Fraud False Pretense/Swindle/Confidence Game,113,180,178,29,0,0.16292134831460675,180,154,0.16883116883116883
12517, Wyoming Police Department Total,Property, Fraud Credit Card/ATM,32,35,31,0,0,0.0,35,26,0.34615384615384615
12518, Wyoming Police Department Total,Property, Fraud Impersonation,7,9,8,0,0,0.0,9,15,-0.4
12519, Wyoming Police Department Total,Property, Fraud Wire,0,2,1,0,0,0.0,2,0,-0.4
12520, Wyoming Police Department Total,Property, Fraud Bad Checks,6,17,15,2,0,0.13333333333333333,17,12,0.4166666666666667
12521, Wyoming Police Department Total,Property, Embezzlement,1,22,22,6,0,0.2727272727272727,22,27,-0.18518518518518517
12522, Wyoming Police Department Total,Property, Stolen Property,16,19,19,7,0,0.3684210526315789,19,20,-0.05
12523, Wyoming Police Department Total,Property, Damage To Property,310,388,351,49,0,0.1396011396011396,388,400,-0.03
12524, Wyoming Police Department Total,Property, Retail Fraud Misrepresentation,0,2,2,1,0,0.5,2,3,-0.3333333333333333
12525, Wyoming Police Department Total,Property, Retail Fraud Theft,24,371,370,157,0,0.4243243243243243,371,523,-0.29063097514340347
12526, Wyoming Police Department Total,Property, Retail Fraud Refund/Exchange,0,3,3,2,0,0.6666666666666666,3,2,0.5
12527, Wyoming Police Department Total,Property, Retail Fraud Organized Crime,0,3,3,1,0,0.3333333333333333,3,1,2
12528, Wyoming Police Department Total,Property,,1251,1938,1874,340,0,0.1814300960512273,1984,2042,-0.02840352595494613
12529, Wyoming Police Department Total,Society, Violation of Controlled Substance,0,127,120,67,0,0.5583333333333333,127,93,0.3655913978494624
12530, Wyoming Police Department Total,Society, Narcotic Equipment Violations,0,15,13,7,0,0.5384615384615384,15,12,0.25
12531, Wyoming Police Department Total,Society, Obscenity,0,32,29,2,0,0.06896551724137931,32,24,0.3333333333333333
12532, Wyoming Police Department Total,Society, Family Abuse/Neglect Nonviolent,83,62,59,9,0,0.15254237288135594,62,45,0.37777777777777777
12533, Wyoming Police Department Total,Society, Family Other,18,12,11,2,0,0.18181818181818182,12,7,0.7142857142857143
12534, Wyoming Police Department Total,Society, Commercialized Sex Prostitution,0,1,1,0,0,0.0,1,0,0.7142857142857143
12535, Wyoming Police Department Total,Society, Commercialized Sex Assisting/Promoting Prostitution,0,0,0,0,0,0.0,0,1,-1
12536, Wyoming Police Department Total,Society, Purchasing Prostitution,0,0,0,0,0,0.0,0,1,-1
12537, Wyoming Police Department Total,Society, Liquor License Establishment,0,2,2,0,0,0.0,2,0,-1
12538, Wyoming Police Department Total,Society, Liquor Violations Other,0,10,9,4,0,0.4444444444444444,10,12,-0.16666666666666666
12539, Wyoming Police Department Total,Society, Weapons Offense Concealed,0,49,40,33,0,0.825,49,41,0.1951219512195122
12540, Wyoming Police Department Total,Society, Weapons Offense Other,0,25,23,9,0,0.391304347826087,25,33,-0.24242424242424243
12541, Wyoming Police Department Total,Society, Disorderly Conduct,0,91,86,40,0,0.46511627906976744,91,77,0.18181818181818182
12542, Wyoming Police Department Total,Society, Public Peace Other,0,64,56,9,0,0.16071428571428573,64,60,0.06666666666666667
12543, Wyoming Police Department Total,Society, OUIL or OUID,0,129,122,109,0,0.8934426229508197,129,138,-0.06521739130434782
12544, Wyoming Police Department Total,Society, Trespass,47,66,48,25,0,0.5208333333333334,66,64,0.03125
12545, Wyoming Police Department Total,Society, Animal Cruelty,0,7,5,1,0,0.2,7,8,-0.125
12546, Wyoming Police Department Total,Society,,148,692,624,317,0,0.5080128205128205,692,616,0.12337662337662338
12547, Wyoming Police Department Total,All Other, Immigration,1,2,2,0,0,0.0,2,0,0.12337662337662338
12548, Wyoming Police Department Total,All Other, Negligent Homicide Vehicle/Boat,0,0,0,0,0,0.0,0,1,-1
12549, Wyoming Police Department Total,All Other, Sex Offense Other,0,34,33,9,0,0.2727272727272727,34,13,1.6153846153846154
12550, Wyoming Police Department Total,All Other, Obstructing Police,0,174,131,72,0,0.549618320610687,174,162,0.07407407407407407
12551, Wyoming Police Department Total,All Other, Escape/Flight,0,5,4,0,0,0.0,5,0,0.07407407407407407
12552, Wyoming Police Department Total,All Other, Obstructing Justice,0,248,182,88,0,0.4835164835164835,248,282,-0.12056737588652482
12553, Wyoming Police Department Total,All Other, Hit And Run Motor Vehicle Accident,161,148,126,41,0,0.3253968253968254,148,53,1.7924528301886793
12554, Wyoming Police Department Total,All Other, Health And Safety,28,29,26,6,0,0.23076923076923078,29,31,-0.06451612903225806
12555, Wyoming Police Department Total,All Other, Invasion of Privacy Other,0,0,0,0,0,0.0,0,2,-1
12556, Wyoming Police Department Total,All Other, Tax/Revenue,0,0,0,0,0,0.0,0,1,-1
12557, Wyoming Police Department Total,All Other, Conservation,0,9,9,3,0,0.3333333333333333,9,9,0
